Paper ID,Location ,Product ,Metric, Value
101,Ethiopia,3B42RT - HBV,NSE,0.76
101,Ethiopia,CMORPH - HBV,NSE,0.76
101,Ethiopia,Gauge - HBV,NSE,0.78
101,Ethiopia,Fusion - SWAT,NSE,0.82
101,Ethiopia,Fusion HEC-HMS,NSE,0.79
101,Ethiopia,Fusion - HBV,NSE,0.79
118,Gumera Watershed,CHIRPS-V2,NSE,0.03
118,Gumera Watershed,TAMSAT-V3.1,NSE,0.20
118,Gumera Watershed,PERSIANN-CDR,NSE,0.09
20,Ethiopia - Lake Ziway Basin - Ketar,CFSR,NSE,-0.69
20,Ethiopia - Lake Ziway Basin - Ketar,PERSIANN-CDR,NSE,0.44
20,Ethiopia - Lake Ziway Basin - Ketar,CHIRPS,NSE,0.51
20,Ethiopia - Lake Ziway Basin - Ketar,TRMM-3B42V7,NSE,0.57
20,Ethiopia - Lake Ziway Basin - Meki,CFSR,NSE,0.07
20,Ethiopia - Lake Ziway Basin - Meki,PERSIANN-CDR,NSE,0.42
20,Ethiopia - Lake Ziway Basin - Meki,CHIRPS,NSE,0.55
20,Ethiopia - Lake Ziway Basin - Meki,TRMM-3B42V7,NSE,0.47
80,Eastern Zimbabwe,CHIRPS,NSE,-0.07
80,Eastern Zimbabwe,CMORPH,NSE,-0.30
80,Eastern Zimbabwe,PERSIANN-CCS,NSE,-1.39
80,Eastern Zimbabwe,PDIR-Now,NSE,-0.31
126,Central highlands of Abbay Basin - Ethiopia,IMERG-06,MAE,7.70
126,Central highlands of Abbay Basin - Ethiopia,CHIRPSv2,MAE,12.50
126,Central highlands of Abbay Basin - Ethiopia,CMORPH,MAE,16.90
126,Central highlands of Abbay Basin - Ethiopia,PERSIANN-CCS,MAE,19.70
130,Ethiopia - Highland,CHIRPS,MAE,4.33
130,Ethiopia - Lowland,CHIRPS,MAE,4.52
26,Ruga - Madagascar,CHIRPS,MAE,3.75
26,Ruga - Madagascar,TAMSAT,MAE,2.97
26,Haik - Madagascar,CHIRPS,MAE,3.84
26,Haik - Madagascar,TAMSAT,MAE,3.15
26,Dessie - Madagascar,CHIRPS,MAE,4.01
26,Dessie - Madagascar,TAMSAT,MAE,3.33
26,Kutaber - Madagascar,CHIRPS,MAE,3.79
26,Kutaber - Madagascar,TAMSAT,MAE,2.87
138,Ghana,CHIRPS,MAE,3.88
138,Ghana,SM2RAIN,MAE,4.89
138,Ghana,TAMSAT,MAE,4.25
138,Uganda,CHIRPS,MAE,4.18
138,Uganda,SM2RAIN,MAE,4.64
138,Uganda,TAMSAT,MAE,4.66
22,CKB - mean across stations,RFE,MAE,2.50
22,CKB - mean across stations,TRMM,MAE,3.50
22,CKB - mean across stations,CMORPH27,MAE,4.00
22,CKB - mean across stations,CMORPH8,MAE,4.50
26,Ankavia watershed,IMERG,MAE,5.50
26,Ankavia watershed,RFEv2,MAE,6.00
26,Ankavia watershed,ARC2,MAE,6.70
93,Upper Tekeze–Atbara Basin,PERSIANN-CDR,MAE,2.66
93,Upper Tekeze–Atbara Basin,TAMSAT v3.1,MAE,2.74
93,Upper Tekeze–Atbara Basin,CMORPH-CDR,MAE,2.58
93,Upper Tekeze–Atbara Basin,IMERG v06,MAE,2.46
93,Upper Tekeze–Atbara Basin,OORA,MAE,2.19
93,Upper Tekeze–Atbara Basin,SMA,MAE,2.21
93,Upper Tekeze–Atbara Basin,MLQR,MAE,2.14
93,Upper Tekeze–Atbara Basin,BMAQ,MAE,2.10
93,Upper Tekeze–Atbara Basin,DVQR,MAE,1.97
95,Tropical AEZ,CHIRPS v2.0,MAE,3.44
95,Tropical AEZ,MSWEP v2.8,MAE,3.02
95,Tropical AEZ,TAMSAT v3.1,MAE,3.12
95,Subtropical AEZ,CHIRPS v2.0,MAE,2.71
95,Subtropical AEZ,MSWEP v2.8,MAE,2.18
95,Subtropical AEZ,TAMSAT v3.1,MAE,2.57
95,Temperate AEZ,CHIRPS v2.0,MAE,2.20
95,Temperate AEZ,MSWEP v2.8,MAE,2.20
95,Temperate AEZ,TAMSAT v3.1,MAE,0.56
95,Alpine AEZ,CHIRPS v2.0,MAE,3.52
95,Alpine AEZ,MSWEP v2.8,MAE,2.66
95,Alpine AEZ,TAMSAT v3.1,MAE,2.73
95,UBNB,CHIRPS,MAE,3.66
95,UBNB,IMERG,MAE,3.53
95,UBNB,ERA5,MAE,4.50
95,UBNB,ERA5-Land,MAE,4.94
150,Uganda and its neighbouring areas,IMERG-F_0.18,MAE,7.60
150,Uganda and its neighbouring areas,IMERG-F_0.258,MAE,7.30
150,Uganda and its neighbouring areas,IMERG-E,MAE,8.00
150,Uganda and its neighbouring areas,TMPA 3B42 v7,MAE,8.10
150,Uganda and its neighbouring areas,TMPA-RT 3B42RT v7,MAE,7.80
150,Uganda and its neighbouring areas,CHIRPS v2,MAE,8.20
150,Uganda and its neighbouring areas,MSWEPv2.2,MAE,7.00
150,Uganda and its neighbouring areas,MSWEPv2.8,MAE,7.00
42,Niger,CHIRPS,MAE,4.63
42,Niger,ARC2,MAE,5.00
42,Niger,TAMSAT,MAE,5.50
42,Niger,CMORPH,MAE,8.00
163,South Africa,CHIRPS v2,MAE,5.09
163,Ethiopia Meki Catchment,CHIRP,MAE,3.98
163,Ethiopia Katar Catchment,CHIRP,MAE,3.48
7,Upper Tekeze–Atbara Basin,ARC2,MAE,102.00
7,Upper Tekeze–Atbara Basin,CHIRPS,MAE,19.00
7,Upper Tekeze–Atbara Basin,CMap,MAE,54.00
7,Upper Tekeze–Atbara Basin,CMorph,MAE,39.00
7,Upper Tekeze–Atbara Basin,GPCP,MAE,79.00
7,Upper Tekeze–Atbara Basin,PERSIANN,MAE,48.00
7,Upper Tekeze–Atbara Basin,RFEv2,MAE,25.00
7,Upper Tekeze–Atbara Basin,TRMM 3B42V7,MAE,25.00
13,Northern Algeria,MSG-SEVIRI,MAE,68.07
149,Africa,CHIRPS,MAE,4.39
149,Africa,TAMSAT,MAE,4.21
149,Africa,GSMaP,MAE,3.49
149,Africa,GSMaP_wGauge,MAE,3.48
149,East Africa,CHIRPS,MAE,4.39
149,East Africa,TAMSAT,MAE,4.21
149,East Africa,GSMaP,MAE,3.49
149,East Africa,GSMaP_wGauge,MAE,3.48
149,Southern Africa,CHIRPS,MAE,3.12
149,Southern Africa,TAMSAT,MAE,3.08
149,Southern Africa,GSMaP,MAE,2.60
149,Southern Africa,GSMaP_wGauge,MAE,2.67
149,West Africa,CHIRPS,MAE,3.45
149,West Africa,TAMSAT,MAE,3.61
149,West Africa,GSMaP,MAE,3.27
149,West Africa,GSMaP_wGauge,MAE,2.94
78,Burkina Faso,IMERG,MAE,6.49
78,Burkina Faso,CMORPH,MAE,13.56
78,Burkina Faso,ERA5,MAE,17.89
78,Burkina Faso,MERRA-2,MAE,23.96
78,Burkina Faso,PDIR-Now,MAE,24.34
78,Burkina Faso,PERSIANN,MAE,15.65
78,Burkina Faso,PERSIANN-CCS,MAE,16.17
126,Central highlands of Abbay Basin - Ethiopia,CMORPH,CSI,0.56
126,Central highlands of Abbay Basin - Ethiopia,IMERG-06,CSI,0.54
126,Central highlands of Abbay Basin - Ethiopia,PERSIANN-CCS,CSI,0.53
126,Central highlands of Abbay Basin - Ethiopia,CHIRPSv2,CSI,0.47
26,Ruga - Madagascar,CHIRPS,CSI,0.33
26,Ruga - Madagascar,TAMSAT,CSI,0.48
26,Haik - Madagascar,CHIRPS,CSI,0.33
26,Haik - Madagascar,TAMSAT,CSI,0.47
26,Dessie - Madagascar,CHIRPS,CSI,0.32
26,Dessie - Madagascar,TAMSAT,CSI,0.47
26,Kutaber - Madagascar,CHIRPS,CSI,0.33
26,Kutaber - Madagascar,TAMSAT,CSI,0.51
22,CKB (mean across stations),RFE,CSI,0.50
22,CKB (mean across stations),TRMM,CSI,0.40
22,CKB (mean across stations),CMORPH27,CSI,0.30
22,CKB (mean across stations),CMORPH8,CSI,0.20
23,UBNRB,ENACTS,CSI,0.89
23,UBNRB,CHIRPS2,CSI,0.72
23,UBNRB,IMERG6,CSI,0.75
23,UBNRB,MSWEP2.2,CSI,0.75
23,UBNRB,SM2RAIN-ASCAT1.1,CSI,0.58
23,UBNRB,ENACTS,CSI,0.62
23,UBNRB,CHIRPS2,CSI,0.10
23,UBNRB,IMERG6,CSI,0.27
23,UBNRB,MSWEP2.2,CSI,0.27
23,UBNRB,SM2RAIN-ASCAT1.1,CSI,0.13
23,UBNRB,ENACTS,CSI,0.83
23,UBNRB,CHIRPS2,CSI,0.38
23,UBNRB,IMERG6,CSI,0.54
23,UBNRB,MSWEP2.2,CSI,0.53
23,UBNRB,SM2RAIN-ASCAT1.1,CSI,0.54
23,UBNRB,ENACTS,CSI,0.90
23,UBNRB,CHIRPS2,CSI,0.30
23,UBNRB,IMERG6,CSI,0.50
23,UBNRB,MSWEP2.2,CSI,0.47
23,UBNRB,SM2RAIN-ASCAT1.1,CSI,0.04
23,UBNRB,ENACTS,CSI,0.79
23,UBNRB,CHIRPS2,CSI,0.02
23,UBNRB,IMERG6,CSI,0.27
23,UBNRB,MSWEP2.2,CSI,0.16
23,UBNRB,SM2RAIN-ASCAT1.1,CSI,0.00
95,Tropical AEZ,CHIRPS v2.0,CSI,0.60
95,Tropical AEZ,MSWEP v2.8,CSI,0.66
95,Tropical AEZ,TAMSAT v3.1,CSI,0.65
95,Subtropical AEZ,CHIRPS v2.0,CSI,0.75
95,Subtropical AEZ,MSWEP v2.8,CSI,0.80
95,Subtropical AEZ,TAMSAT v3.1,CSI,0.77
95,Temperate AEZ,CHIRPS v2.0,CSI,0.63
95,Temperate AEZ,MSWEP v2.8,CSI,0.74
95,Temperate AEZ,TAMSAT v3.1,CSI,0.69
95,Alpine AEZ,CHIRPS v2.0,CSI,0.31
95,Alpine AEZ,MSWEP v2.8,CSI,0.56
95,Alpine AEZ,TAMSAT v3.1,CSI,0.54
42,Niger,TAMSAT,CSI,0.41
42,Niger,CMORPH,CSI,0.60
42,Niger,CHIRPS,CSI,0.52
42,Niger,ARC2,CSI,0.48
168,Ethiopia Meki Catchment,CHIRP,CSI,0.49
168,Ethiopia Katar Catchment,CHIRP,CSI,0.49
10,Western branch of the East African Rift,TMPA ResV,CSI,0.36
10,Western branch of the East African Rift,TMPA RT,CSI,0.36
149,Africa,CHIRPS,CSI,0.39
149,Africa,TAMSAT,CSI,0.45
149,Africa,GSMaP,CSI,0.53
149,Africa,GSMaP_wGauge,CSI,0.54
149,East Africa,CHIRPS,CSI,0.37
149,East Africa,TAMSAT,CSI,0.42
149,East Africa,GSMaP,CSI,0.55
149,East Africa,GSMaP_wGauge,CSI,0.57
149,Southern Africa,CHIRPS,CSI,0.38
149,Southern Africa,TAMSAT,CSI,0.40
149,Southern Africa,GSMaP,CSI,0.48
149,Southern Africa,GSMaP_wGauge,CSI,0.50
149,West Africa,CHIRPS,CSI,0.43
149,West Africa,TAMSAT,CSI,0.48
149,West Africa,GSMaP,CSI,0.51
149,West Africa,GSMaP_wGauge,CSI,0.52
118,Gumera Watershed,CHIRPS-V2,CSI,0.86
118,Gumera Watershed,TAMSAT-V3.1,CSI,0.87
118,Gumera Watershed,PERSIANN-CDR,CSI,0.88
20,Ethiopia Lake Ziway Basin - Ketar,CFSR,CSI,0.69
20,Ethiopia Lake Ziway Basin - Ketar,PERSIANN-CDR,CSI,0.67
20,Ethiopia Lake Ziway Basin - Ketar,CHIRPS,CSI,0.59
20,Ethiopia Lake Ziway Basin - Ketar,TRMM-3B42V7,CSI,0.60
20,Ethiopia Lake Ziway Basin - Meki,CFSR,CSI,0.62
20,Ethiopia Lake Ziway Basin - Meki,PERSIANN-CDR,CSI,0.63
20,Ethiopia Lake Ziway Basin - Meki,CHIRPS,CSI,0.57
20,Ethiopia Lake Ziway Basin - Meki,TRMM-3B42V7,CSI,0.46
